	T_air_sp	CO2_air_sp
108435600	16.0	892.0
108439200	16.0	700.0
108442800	16.0	700.0
108446400	16.0	700.0
108450000	16.0	700.0
108453600	16.0	700.0
108457200	16.0	700.0
108460800	16.0	700.0
108464400	15.34	800.0
108468000	16.0	800.0
108471600	16.0	700.0
108475200	18.0	1300.0
108478800	21.0	1400.0
108482400	22.0	1500.0
108486000	23.0	1498.0
108489600	23.0	1498.0
108493200	23.0	1500.0
108496800	23.0	1498.0
108500400	23.0	1497.0
108504000	23.0	1202.0
108507600	21.0	1400.0
108511200	16.0	700.0
108514800	16.0	700.0
108518400	16.0	800.0
108522000	16.0	700.0
108525600	16.0	700.0
108529200	16.0	700.0
108532800	16.0	700.0
108536400	16.0	700.0
108540000	16.0	700.0
108543600	15.34	800.0
108547200	15.37	800.0
108550800	16.0	700.0
108554400	16.0	800.0
108558000	16.0	700.0
108561600	17.0	1400.0
108565200	20.0	1500.0
108568800	23.0	1282.0
108572400	23.0	1401.0
108576000	23.0	1497.0
108579600	23.0	1489.0
108583200	23.0	1489.0
108586800	23.0	1489.0
108590400	22.0	1489.0
108594000	19.0	1300.0
108597600	16.0	700.0
108601200	16.0	700.0
108604800	16.0	800.0
108608400	16.0	750.0
108612000	16.0	700.0
108615600	16.0	700.0
108619200	16.0	700.0
108622800	16.0	700.0
108626400	16.0	700.0
108630000	16.0	700.0
108633600	16.0	700.0
108637200	16.0	700.0
108640800	16.0	800.0
108644400	16.0	700.0
108648000	16.0	751.0
108651600	16.0	1031.0
108655200	16.0	878.0
108658800	19.0	1200.0
108662400	22.0	1301.0
108666000	20.0	1200.0
108669600	16.0	1067.0
108673200	19.0	1300.0
108676800	19.0	1300.0
108680400	16.0	1500.0
108684000	16.0	700.0
108687600	16.0	700.0
108691200	16.0	800.0
108694800	16.0	700.0
108698400	16.0	700.0
108702000	16.0	700.0
108705600	16.0	727.0
108709200	16.0	700.0
108712800	16.0	800.0
108716400	15.45	800.0
108720000	15.46	800.0
108723600	16.0	700.0
108727200	16.0	800.0
108730800	16.0	700.0
108734400	16.0	1494.0
108738000	20.0	1300.0
108741600	22.0	1331.0
108745200	23.0	1302.0
108748800	23.0	1498.0
108752400	23.0	1498.0
108756000	22.0	1401.0
108759600	23.0	1302.0
108763200	16.0	700.0
108766800	16.0	700.0
108770400	16.0	700.0
108774000	16.0	700.0
108777600	16.0	800.0
108781200	16.0	700.0
108784800	16.0	737.0
108788400	16.0	800.0
108792000	15.36	800.0
108795600	15.33	800.0
108799200	15.33	800.0
108802800	16.0	800.0
108806400	15.38	800.0
108810000	16.0	700.0
108813600	16.0	800.0
108817200	16.0	700.0
108820800	16.0	700.0
108824400	16.0	700.0
108828000	16.0	968.0
108831600	17.0	1400.0
108835200	17.0	1400.0
108838800	22.0	1500.0
108842400	22.0	1401.0
108846000	22.0	1401.0
108849600	23.0	1203.0
108853200	16.0	894.0
108856800	16.0	700.0
108860400	16.0	700.0
108864000	16.0	800.0
108867600	16.0	729.0
108871200	16.0	700.0
108874800	16.0	700.0
108878400	16.0	745.0
108882000	16.0	800.0
108885600	15.44	800.0
108889200	16.0	800.0
108892800	15.28	800.0
108896400	15.46	800.0
108900000	16.0	800.0
108903600	16.0	700.0
108907200	16.0	700.0
108910800	16.0	1494.0
108914400	22.0	1400.0
108918000	23.0	1497.0
108921600	23.0	1406.0
108925200	23.0	1497.0
108928800	23.0	1490.0
108932400	22.0	1300.0
108936000	16.0	700.0
108939600	20.0	1200.0
108943200	16.0	700.0
108946800	16.0	700.0
108950400	16.0	800.0
108954000	16.0	700.0
108957600	16.0	700.0
108961200	16.0	888.0
108964800	16.0	700.0
108968400	16.0	700.0
108972000	16.0	700.0
108975600	16.0	739.0
108979200	16.0	800.0
108982800	16.0	700.0
108986400	16.0	800.0
108990000	16.0	700.0
108993600	16.0	700.0
108997200	16.0	755.0
109000800	17.0	1400.0
109004400	22.0	1401.0
109008000	23.0	1302.0
109011600	21.0	1300.0
109015200	23.0	1204.0
109018800	16.0	700.0
109022400	16.0	700.0
109026000	16.0	700.0
109029600	16.0	758.0
109033200	16.0	700.0
109036800	16.0	800.0
109040400	16.0	700.0
109044000	16.0	700.0
109047600	16.0	789.0
109051200	16.0	700.0
109054800	16.0	800.0
109058400	16.0	800.0
109062000	15.45	800.0
109065600	15.46	800.0
109069200	15.46	800.0
109072800	16.0	800.0
109076400	16.0	700.0
109080000	16.0	1500.0
109083600	20.0	1240.0
109087200	22.0	1301.0
109090800	22.0	1400.0
109094400	20.0	1500.0
109098000	23.0	1469.0
109101600	16.0	872.0
109105200	19.0	1300.0
109108800	16.0	892.0
109112400	16.0	751.0
109116000	16.0	700.0
109119600	16.0	700.0
109123200	16.0	800.0
109126800	16.0	700.0
109130400	16.0	700.0
109134000	16.0	700.0
109137600	16.0	700.0
109141200	16.0	700.0
109144800	15.37	800.0
109148400	16.0	700.0
109152000	16.0	700.0
109155600	16.0	700.0
109159200	16.0	800.0
109162800	16.0	700.0
109166400	16.0	750.0
109170000	21.0	1300.0
109173600	22.0	1498.0
109177200	23.0	1401.0
109180800	23.0	1497.0
109184400	23.0	1489.0
109188000	23.0	1489.0
109191600	23.0	1489.0
109195200	22.0	1489.0
109198800	21.0	1394.0
109202400	16.0	700.0
109206000	16.0	700.0
109209600	16.0	800.0
109213200	16.0	700.0
109216800	16.0	700.0
109220400	16.0	700.0
109224000	16.0	700.0
109227600	16.0	700.0
109231200	16.0	800.0
109234800	16.0	700.0
109238400	15.47	800.0
109242000	15.3	800.0
109245600	16.0	800.0
109249200	16.0	700.0
109252800	17.0	1400.0
109256400	20.0	1500.0
109260000	22.0	1401.0
109263600	23.0	1312.0
109267200	23.0	1489.0
109270800	23.0	1489.0
109274400	22.0	1299.0
109278000	19.0	1200.0
109281600	16.0	758.0
109285200	16.0	700.0
109288800	16.0	989.0
109292400	16.0	700.0
109296000	16.0	800.0
109299600	16.0	700.0
109303200	16.0	700.0
109306800	16.0	700.0
109310400	16.0	700.0
109314000	16.0	700.0
109317600	16.0	700.0
109321200	16.0	700.0
109324800	16.0	700.0
109328400	16.0	700.0
109332000	16.0	800.0
109335600	16.0	700.0
109339200	16.0	756.0
109342800	20.0	1500.0
109346400	22.0	1301.0
109350000	23.0	1397.0
109353600	22.0	1200.0
109357200	22.0	1496.0
109360800	20.0	1500.0
109364400	21.0	1400.0
109368000	20.0	1500.0
109371600	16.0	1082.0
109375200	16.0	700.0
109378800	16.0	731.0
109382400	16.0	800.0
109386000	16.0	1500.0
109389600	16.0	1500.0
109393200	16.0	929.0
109396800	16.0	755.0
109400400	16.0	762.0
109404000	16.0	700.0
109407600	16.0	700.0
109411200	16.0	700.0
109414800	16.0	752.0
109418400	16.0	800.0
109422000	16.0	700.0
109425600	16.0	870.0
109429200	21.0	1300.0
109432800	22.0	1301.0
109436400	23.0	1304.0
109440000	23.0	1497.0
109443600	23.0	1497.0
109447200	23.0	1497.0
109450800	23.0	1490.0
109454400	22.0	1490.0
109458000	21.0	1398.0
109461600	16.0	700.0
109465200	16.0	700.0
109468800	16.0	800.0
109472400	16.0	878.0
109476000	16.0	700.0
109479600	16.0	700.0
109483200	16.0	700.0
109486800	15.48	800.0
109490400	15.45	800.0
109494000	15.46	800.0
109497600	15.59	800.0
109501200	15.69	800.0
109504800	16.0	800.0
109508400	16.0	700.0
109512000	16.0	700.0
109515600	21.0	1500.0
109519200	23.0	1207.0
109522800	23.0	1489.0
109526400	23.0	1489.0
109530000	23.0	1489.0
109533600	23.0	1489.0
109537200	23.0	1489.0
109540800	23.0	1298.0
109544400	22.0	1201.0
109548000	16.0	700.0
109551600	16.0	746.0
109555200	16.0	800.0
109558800	16.0	876.0
109562400	16.0	700.0
109566000	16.0	700.0
109569600	16.0	800.0
109573200	16.0	700.0
109576800	16.0	700.0
109580400	15.49	800.0
109584000	15.59	800.0
109587600	15.64	800.0
109591200	16.0	800.0
109594800	16.0	700.0
109598400	18.0	1300.0
109602000	21.0	1400.0
109605600	22.0	1401.0
109609200	23.0	1394.0
109612800	23.0	1489.0
109616400	23.0	1298.0
109620000	23.0	1489.0
109623600	23.0	1490.0
109627200	22.0	1395.0
109630800	16.0	1500.0
109634400	16.0	700.0
109638000	16.0	700.0
109641600	16.0	800.0
109645200	16.0	757.0
109648800	16.0	700.0
109652400	16.0	700.0
109656000	16.0	700.0
109659600	16.0	700.0
109663200	16.0	700.0
109666800	15.45	800.0
109670400	15.49	800.0
109674000	15.49	800.0
109677600	16.0	792.0
109681200	16.0	700.0
109684800	16.0	1500.0
109688400	20.0	1500.0
109692000	22.0	1400.0
109695600	23.0	1301.0
109699200	23.0	1396.0
109702800	23.0	1298.0
109706400	23.0	1497.0
109710000	23.0	1298.0
109713600	23.0	1201.0
109717200	19.0	1300.0
109720800	16.0	700.0
109724400	16.0	776.0
109728000	16.0	800.0
109731600	16.0	700.0
109735200	16.0	700.0
109738800	16.0	700.0
109742400	16.0	700.0
109746000	16.0	700.0
109749600	16.0	700.0
109753200	16.0	700.0
109756800	16.0	700.0
109760400	16.0	700.0
109764000	16.0	800.0
109767600	16.0	700.0
109771200	16.0	1500.0
109774800	20.0	1300.0
109778400	22.0	1200.0
109782000	23.0	1302.0
109785600	23.0	1403.0
109789200	23.0	1301.0
109792800	16.0	700.0
109796400	16.0	700.0
109800000	21.0	1300.0
109803600	19.0	1300.0
109807200	16.0	700.0
109810800	16.0	700.0
109814400	16.0	800.0
109818000	16.0	700.0
109821600	16.0	700.0
109825200	16.0	700.0
109828800	16.0	700.0
109832400	16.0	700.0
109836000	16.0	700.0
109839600	16.0	700.0
109843200	16.0	700.0
109846800	16.0	700.0
109850400	16.0	800.0
109854000	16.0	700.0
109857600	16.0	700.0
109861200	16.0	1025.0
109864800	19.0	1200.0
109868400	21.0	1300.0
109872000	23.0	1205.0
109875600	16.0	700.0
109879200	16.0	700.0
109882800	21.0	1400.0
109886400	19.0	1200.0
109890000	16.0	700.0
109893600	16.0	754.0
109897200	16.0	700.0
109900800	16.0	800.0
109904400	16.0	885.0
109908000	16.0	756.0
109911600	16.0	700.0
109915200	16.0	700.0
109918800	16.0	700.0
109922400	16.0	700.0
109926000	16.0	700.0
109929600	16.0	700.0
109933200	16.0	700.0
109936800	16.0	800.0
109940400	16.0	700.0
109944000	16.0	745.0
109947600	17.0	1400.0
109951200	21.0	1400.0
109954800	23.0	1303.0
109958400	23.0	1498.0
109962000	18.0	1300.0
109965600	17.0	1400.0
109969200	16.67	1433.0
109972800	16.0	892.0
109976400	17.0	1400.0
109980000	16.0	754.0
109983600	16.0	700.0
109987200	16.0	700.0
109990800	16.0	752.0
109994400	16.0	700.0
109998000	16.0	700.0
110001600	16.0	700.0
110005200	16.0	700.0
110008800	16.0	700.0
110012400	16.0	700.0
110016000	16.0	700.0
110019600	16.0	700.0
110023200	16.0	800.0
110026800	16.0	700.0
110030400	16.0	757.0
110034000	20.0	1300.0
110037600	22.0	1301.0
110041200	23.0	1301.0
110044800	23.0	1498.0
110048400	23.0	1497.0
110052000	23.0	1497.0
110055600	18.0	1300.0
110059200	16.0	873.0
110062800	16.0	874.0
110066400	16.0	876.0
110070000	16.0	700.0
110073600	16.0	800.0
110077200	16.0	700.0
110080800	16.0	759.0
110084400	16.0	700.0
110088000	16.0	700.0
110091600	16.0	700.0
110095200	16.0	700.0
110098800	16.0	700.0
110102400	16.0	700.0
110106000	16.0	700.0
110109600	16.0	800.0
110113200	16.0	700.0
110116800	16.0	884.0
110120400	20.0	1300.0
110124000	22.0	1301.0
110127600	23.0	1301.0
110131200	23.0	1498.0
110134800	21.0	1400.0
110138400	22.0	1496.0
110142000	16.0	782.0
110145600	16.0	700.0
110149200	16.0	1500.0
110152800	16.0	700.0
110156400	16.0	700.0
110160000	16.0	800.0
110163600	16.0	700.0
110167200	16.0	700.0
110170800	16.0	700.0
110174400	16.0	700.0
110178000	16.0	700.0
110181600	16.0	700.0
110185200	16.0	700.0
110188800	16.0	700.0
110192400	16.0	700.0
110196000	16.0	800.0
110199600	16.0	700.0
110203200	17.0	1400.0
110206800	20.0	1500.0
110210400	21.0	1500.0
110214000	20.04	1492.0
110217600	22.0	1398.0
110221200	21.0	1400.0
110224800	19.0	1300.0
110228400	16.0	754.0
110232000	20.0	1300.0
110235600	20.0	1500.0
110239200	16.0	749.0
110242800	16.0	700.0
110246400	16.0	800.0
110250000	16.0	898.0
110253600	18.0	1300.0
110257200	19.0	1300.0
110260800	16.0	1034.0
110264400	16.0	700.0
110268000	16.0	700.0
110271600	16.0	700.0
110275200	16.0	700.0
110278800	16.0	700.0
110282400	16.0	800.0
110286000	16.0	700.0
110289600	16.0	1500.0
110293200	17.0	1400.0
110296800	20.0	1300.0
110300400	22.0	1303.0
110304000	22.0	1498.0
110307600	20.0	1200.0
110311200	22.0	1496.0
110314800	23.0	1227.0
110318400	16.0	1500.0
110322000	16.0	1085.0
110325600	16.0	768.0
110329200	16.0	700.0
110332800	16.0	800.0
110336400	16.0	874.0
110340000	16.0	700.0
110343600	16.0	700.0
110347200	16.0	700.0
110350800	16.0	700.0
110354400	16.0	700.0
110358000	16.0	700.0
110361600	16.0	700.0
110365200	16.0	700.0
110368800	16.0	800.0
110372400	16.0	700.0
110376000	16.0	700.0
110379600	20.0	1200.0
110383200	22.0	1401.0
110386800	22.0	1400.0
110390400	23.0	1399.0
110394000	23.0	1200.0
110397600	23.0	1398.0
110401200	16.0	1500.0
110404800	19.0	1300.0
110408400	19.0	1300.0
110412000	16.0	892.0
110415600	16.0	700.0
110419200	16.0	800.0
110422800	17.0	1400.0
110426400	16.0	1500.0
110430000	16.0	752.0
110433600	16.0	758.0
110437200	16.0	748.0
110440800	16.0	700.0
110444400	16.0	700.0
110448000	16.0	878.0
110451600	16.0	700.0
110455200	14.52	800.0
110458800	16.0	800.0
110462400	16.0	730.0
110466000	16.0	700.0
110469600	16.0	700.0
110473200	16.0	1076.0
110476800	16.0	700.0
110480400	16.0	700.0
110484000	16.0	700.0
110487600	16.0	1476.0
110491200	16.0	1040.0
110494800	16.0	700.0
110498400	16.0	700.0
110502000	16.0	800.0
110505600	16.0	800.0
110509200	16.0	700.0
110512800	16.0	700.0
110516400	16.0	700.0
110520000	16.0	700.0
110523600	16.0	700.0
110527200	16.0	700.0
110530800	16.0	700.0
110534400	16.0	700.0
110538000	16.0	737.0
110541600	16.0	800.0
110545200	16.0	700.0
110548800	16.0	700.0
110552400	16.0	1500.0
110556000	20.0	1300.0
110559600	20.0	1200.0
110563200	21.0	1500.0
110566800	23.0	1301.0
110570400	23.0	1498.0
110574000	23.0	1402.0
110577600	22.0	1498.0
110581200	20.0	1500.0
110584800	16.0	700.0
110588400	16.0	700.0
110592000	16.0	800.0
110595600	16.0	1034.0
110599200	16.0	872.0
110602800	16.0	700.0
110606400	16.0	753.0
110610000	16.0	700.0
110613600	16.0	700.0
110617200	16.0	700.0
110620800	16.0	728.0
110624400	16.0	800.0
110628000	16.0	800.0
110631600	16.0	700.0
110635200	16.0	1500.0
110638800	20.0	1500.0
110642400	22.0	1400.0
110646000	23.0	1400.0
110649600	23.0	1497.0
110653200	20.0	1200.0
110656800	23.0	1497.0
110660400	23.0	1497.0
110664000	22.0	1398.0
110667600	21.0	1300.0
110671200	16.0	700.0
110674800	16.0	700.0
110678400	16.0	800.0
110682000	19.0	1300.0
110685600	16.0	812.0
110689200	16.0	760.0
110692800	16.0	700.0
110696400	16.0	700.0
110700000	16.0	700.0
110703600	16.0	700.0
110707200	16.0	728.0
110710800	16.0	800.0
110714400	16.0	800.0
110718000	16.0	700.0
110721600	16.0	1500.0
110725200	20.0	1500.0
110728800	22.0	1400.0
110732400	23.0	1302.0
110736000	22.0	1496.0
110739600	22.0	1200.0
110743200	19.0	1293.0
110746800	23.0	1398.0
110750400	19.0	1200.0
110754000	20.0	1500.0
110757600	16.0	700.0
110761200	17.0	1400.0
110764800	16.0	800.0
110768400	16.0	950.0
110772000	16.0	814.0
110775600	16.0	737.0
110779200	16.0	700.0
110782800	16.0	700.0
110786400	16.0	700.0
110790000	16.0	700.0
110793600	16.0	700.0
110797200	16.0	700.0
110800800	16.0	800.0
110804400	16.0	700.0
110808000	16.0	896.0
110811600	16.0	892.0
110815200	22.0	1301.0
110818800	19.0	1300.0
110822400	22.0	1200.0
110826000	22.0	1398.0
110829600	20.0	1200.0
110833200	16.0	1500.0
110836800	16.0	700.0
110840400	16.0	700.0
110844000	16.0	700.0
110847600	16.0	700.0
110851200	16.0	800.0
110854800	16.0	700.0
110858400	16.0	700.0
110862000	16.0	700.0
110865600	16.0	700.0
110869200	16.0	700.0
110872800	16.0	700.0
110876400	16.0	700.0
110880000	16.0	700.0
110883600	16.0	700.0
110887200	16.0	800.0
110890800	16.0	700.0
110894400	16.0	700.0
110898000	19.0	1205.0
110901600	22.0	1200.0
110905200	22.0	1200.0
110908800	22.0	1300.0
110912400	21.0	1400.0
110916000	20.0	1300.0
110919600	16.0	885.0
110923200	16.0	760.0
110926800	16.0	700.0
110930400	16.0	700.0
110934000	16.0	700.0
110937600	16.0	800.0
110941200	16.0	700.0
110944800	16.0	700.0
110948400	16.0	700.0
110952000	16.0	700.0
110955600	16.0	700.0
110959200	16.0	700.0
110962800	16.0	700.0
110966400	16.0	700.0
110970000	16.0	800.0
110973600	16.0	800.0
110977200	16.0	700.0
110980800	16.0	892.0
110984400	20.0	1500.0
110988000	22.0	1400.0
110991600	23.0	1399.0
110995200	23.0	1497.0
110998800	23.0	1489.0
111002400	23.0	1398.0
111006000	22.0	1398.0
111009600	21.0	1500.0
111013200	20.0	1200.0
111016800	16.0	1067.0
111020400	16.0	700.0
111024000	16.0	800.0
111027600	16.0	1500.0
111031200	16.0	700.0
111034800	16.0	700.0
111038400	16.0	700.0
111042000	16.0	700.0
111045600	16.0	700.0
111049200	16.0	700.0
111052800	16.0	700.0
111056400	16.0	700.0
111060000	16.0	800.0
111063600	16.0	700.0
111067200	16.0	932.0
111070800	21.0	1300.0
111074400	21.0	1500.0
111078000	23.0	1301.0
111081600	22.0	1408.0
111085200	23.0	1396.0
111088800	23.0	1298.0
111092400	19.0	1300.0
111096000	16.0	700.0
111099600	16.0	700.0
111103200	16.0	737.0
111106800	16.0	700.0
111110400	16.0	800.0
111114000	16.0	700.0
111117600	16.0	700.0
111121200	16.0	700.0
111124800	16.0	700.0
111128400	16.0	700.0
111132000	16.0	700.0
111135600	16.0	700.0
111139200	16.0	700.0
111142800	16.0	700.0
111146400	16.0	800.0
111150000	16.0	700.0
111153600	16.0	874.0
111157200	20.0	1300.0
111160800	22.0	1200.0
111164400	23.0	1202.0
111168000	23.0	1498.0
111171600	21.0	1500.0
111175200	22.0	1200.0
111178800	22.0	1496.0
111182400	17.0	1400.0
111186000	16.0	700.0
111189600	16.0	700.0
111193200	16.0	700.0
111196800	16.0	800.0
111200400	16.0	700.0
111204000	16.0	700.0
111207600	16.0	700.0
111211200	16.0	700.0
111214800	16.0	700.0
111218400	16.0	700.0
111222000	16.0	700.0
111225600	16.0	700.0
111229200	16.0	700.0
111232800	14.47	800.0
111236400	16.0	739.0
111240000	16.0	700.0
111243600	16.0	748.0
111247200	22.0	1400.0
111250800	16.0	1040.0
111254400	16.0	700.0
111258000	16.0	1500.0
111261600	16.0	935.0
111265200	20.0	1200.0
111268800	22.0	1200.0
111272400	16.0	1082.0
111276000	16.0	700.0
111279600	16.0	700.0
111283200	16.0	800.0
111286800	16.0	744.0
111290400	16.0	700.0
111294000	16.0	700.0
111297600	16.0	700.0
111301200	16.0	700.0
111304800	16.0	700.0
111308400	16.0	700.0
111312000	16.0	700.0
111315600	15.34	800.0
111319200	16.0	800.0
111322800	16.0	700.0
111326400	16.0	746.0
111330000	21.0	1400.0
111333600	22.0	1500.0
111337200	23.0	1302.0
111340800	23.0	1498.0
111344400	23.0	1497.0
111348000	16.0	700.0
111351600	23.0	1489.0
111355200	22.0	1489.0
111358800	20.0	1200.0
111362400	16.0	700.0
111366000	16.0	700.0
111369600	16.0	800.0
111373200	16.0	739.0
111376800	16.0	700.0
111380400	16.0	700.0
111384000	16.0	700.0
111387600	16.0	700.0
111391200	15.63	800.0
111394800	15.5	800.0
111398400	16.0	800.0
111402000	16.0	800.0
111405600	16.0	800.0
111409200	16.0	700.0
111412800	16.0	700.0
111416400	16.0	700.0
111420000	16.0	700.0
111423600	16.0	700.0
111427200	16.0	750.0
111430800	16.0	740.0
111434400	16.0	700.0
111438000	16.0	983.0
111441600	17.0	1400.0
111445200	21.0	1300.0
111448800	16.0	700.0
111452400	16.0	700.0
111456000	16.0	800.0
111459600	16.0	700.0
111463200	16.0	700.0
111466800	16.0	700.0
111470400	15.31	800.0
111474000	16.0	700.0
111477600	16.0	700.0
111481200	16.0	700.0
111484800	16.0	700.0
111488400	16.0	732.0
111492000	16.0	800.0
111495600	16.0	700.0
111499200	16.0	700.0
111502800	16.0	1073.0
111506400	20.0	1200.0
111510000	20.0	1500.0
111513600	20.0	1200.0
111517200	21.0	1400.0
111520800	23.0	1302.0
111524400	21.0	1500.0
111528000	20.0	1500.0
111531600	18.0	1300.0
111535200	16.0	700.0
111538800	16.0	700.0
111542400	16.0	800.0
111546000	19.0	1200.0
111549600	16.0	1034.0
111553200	16.0	700.0
111556800	16.0	700.0
111560400	16.0	700.0
111564000	16.0	700.0
111567600	16.0	700.0
111571200	16.0	700.0
111574800	16.0	700.0
111578400	16.0	800.0
111582000	16.0	700.0
111585600	16.0	700.0
111589200	16.0	935.0
111592800	18.0	1300.0
111596400	22.0	1301.0
111600000	21.0	1500.0
111603600	19.0	1300.0
111607200	21.0	1300.0
111610800	21.0	1400.0
111614400	20.0	1200.0
111618000	19.72	1228.0
111621600	16.0	700.0
111625200	16.0	700.0
111628800	16.0	800.0
111632400	16.0	700.0
111636000	16.0	700.0
111639600	16.0	700.0
111643200	16.0	700.0
111646800	16.0	700.0
111650400	16.0	726.0
111654000	16.0	800.0
111657600	16.0	800.0
111661200	16.0	800.0
111664800	16.0	800.0
111668400	16.0	700.0
111672000	16.0	752.0
111675600	18.0	1300.0
111679200	22.0	1200.0
111682800	23.0	1301.0
111686400	23.0	1301.0
111690000	22.0	1398.0
111693600	20.0	1500.0
111697200	22.0	1494.0
111700800	16.0	1055.0
111704400	16.0	700.0
111708000	16.0	700.0
111711600	16.0	700.0
111715200	16.0	800.0
111718800	16.0	700.0
111722400	16.0	700.0
111726000	16.0	700.0
111729600	16.0	700.0
111733200	16.0	700.0
111736800	16.0	700.0
111740400	16.0	700.0
111744000	16.0	700.0
111747600	16.0	700.0
111751200	16.0	800.0
111754800	16.0	700.0
111758400	16.0	700.0
111762000	18.0	1300.0
111765600	22.0	1200.0
111769200	18.0	1300.0
111772800	16.0	1025.0
111776400	22.0	1398.0
111780000	19.0	1200.0
111783600	16.0	1037.0
111787200	19.0	1200.0
111790800	16.0	1082.0
111794400	16.0	768.0
111798000	16.0	700.0
111801600	16.0	800.0
111805200	16.0	700.0
111808800	16.0	700.0
111812400	16.0	700.0
111816000	16.0	700.0
111819600	16.0	700.0
111823200	16.0	700.0
111826800	16.0	700.0
111830400	16.0	700.0
111834000	16.0	700.0
111837600	16.0	800.0
111841200	16.0	700.0
111844800	16.0	700.0
111848400	18.0	1300.0
111852000	20.0	1300.0
111855600	20.0	1300.0
111859200	20.0	1200.0
111862800	23.0	1400.0
111866400	22.0	1398.0
111870000	22.0	1494.0
111873600	16.0	900.0
111877200	16.0	700.0
111880800	16.0	700.0
111884400	16.0	700.0
111888000	16.0	800.0
111891600	16.0	700.0
111895200	16.0	700.0
111898800	16.0	700.0
111902400	16.0	700.0
111906000	16.0	700.0
111909600	16.0	723.0
111913200	16.0	700.0
111916800	16.0	700.0
111920400	16.0	727.0
111924000	16.0	800.0
111927600	16.0	700.0
111931200	16.0	700.0
