	T_air_sp	CO2_air_sp
270320400	22.0	1398.0
270324000	22.0	1398.0
270327600	22.0	1301.0
270331200	19.0	1200.0
270334800	16.0	700.0
270338400	16.0	700.0
270342000	16.0	700.0
270345600	16.0	800.0
270349200	16.0	750.0
270352800	16.0	759.0
270356400	16.0	756.0
270360000	16.0	700.0
270363600	16.0	700.0
270367200	16.0	700.0
270370800	16.0	700.0
270374400	16.0	700.0
270378000	16.0	700.0
270381600	14.47	800.0
270385200	16.0	700.0
270388800	16.0	700.0
270392400	18.01	1299.0
270396000	22.0	1301.0
270399600	23.0	1494.0
270403200	22.0	1494.0
270406800	23.0	1498.0
270410400	21.0	1500.0
270414000	22.0	1398.0
270417600	22.0	1200.0
270421200	18.0	1300.0
270424800	16.0	700.0
270428400	16.0	800.0
270432000	14.51	800.0
270435600	16.0	700.0
270439200	16.0	700.0
270442800	16.0	700.0
270446400	16.0	700.0
270450000	16.0	700.0
270453600	16.0	750.0
270457200	16.0	1500.0
270460800	16.0	700.0
270464400	16.0	700.0
270468000	14.47	800.0
270471600	16.0	700.0
270475200	16.0	700.0
270478800	19.0	1200.0
270482400	22.0	1308.0
270486000	23.0	1400.0
270489600	22.0	1496.0
270493200	22.0	1398.0
270496800	16.0	758.0
270500400	23.0	1498.0
270504000	22.0	1204.0
270507600	20.0	1500.0
270511200	16.0	700.0
270514800	16.0	800.0
270518400	16.0	700.0
270522000	16.0	700.0
270525600	16.0	700.0
270529200	16.0	700.0
270532800	16.0	700.0
270536400	16.0	700.0
270540000	16.0	700.0
270543600	16.0	700.0
270547200	16.0	700.0
270550800	16.0	700.0
270554400	16.0	700.0
270558000	16.0	700.0
270561600	16.0	700.0
270565200	18.0	1300.0
270568800	22.0	1400.0
270572400	21.0	1400.0
270576000	23.0	1497.0
270579600	23.0	1497.0
270583200	21.0	1400.0
270586800	20.0	1300.0
270590400	22.0	1398.0
270594000	20.0	1300.0
270597600	16.0	700.0
270601200	16.0	700.0
270604800	14.62	800.0
270608400	16.0	888.0
270612000	16.0	753.0
270615600	16.0	700.0
270619200	16.0	700.0
270622800	16.0	700.0
270626400	16.0	700.0
270630000	16.0	700.0
270633600	16.0	700.0
270637200	16.0	700.0
270640800	15.01	800.0
270644400	16.0	700.0
270648000	16.0	700.0
270651600	19.0	1200.0
270655200	22.0	1401.0
270658800	21.0	1400.0
270662400	21.0	1500.0
270666000	23.0	1497.0
270669600	23.0	1497.0
270673200	23.0	1497.0
270676800	22.0	1398.0
270680400	19.0	1200.0
270684000	16.0	700.0
270687600	16.0	800.0
270691200	16.0	755.0
270694800	16.0	700.0
270698400	16.0	700.0
270702000	16.0	700.0
270705600	16.0	700.0
270709200	16.0	700.0
270712800	16.0	700.0
270716400	16.0	700.0
270720000	16.0	700.0
270723600	16.0	700.0
270727200	16.0	700.0
270730800	16.0	700.0
270734400	16.0	700.0
270738000	18.01	1299.0
270741600	22.0	1301.0
270745200	23.0	1203.0
270748800	22.0	1200.0
270752400	23.0	1200.0
270756000	23.0	1403.0
270759600	22.0	1200.0
270763200	19.0	1300.0
270766800	19.0	1300.0
270770400	16.0	700.0
270774000	16.0	700.0
270777600	16.0	800.0
270781200	16.0	700.0
270784800	17.0	1400.0
270788400	16.0	700.0
270792000	16.0	700.0
270795600	16.0	700.0
270799200	16.0	700.0
270802800	16.0	700.0
270806400	16.0	700.0
270810000	16.0	700.0
270813600	16.0	700.0
270817200	16.0	700.0
270820800	16.0	700.0
270824400	16.0	700.0
270828000	16.0	880.0
270831600	16.0	1022.0
270835200	16.0	886.0
270838800	16.0	1500.0
270842400	19.0	1300.0
270846000	16.0	1482.0
270849600	16.0	1500.0
270853200	19.0	1200.0
270856800	16.0	700.0
270860400	16.0	700.0
270864000	16.0	800.0
270867600	16.0	700.0
270871200	16.0	700.0
270874800	16.0	700.0
270878400	16.0	700.0
270882000	16.0	700.0
270885600	16.0	700.0
270889200	16.0	700.0
270892800	16.0	700.0
270896400	16.0	700.0
270900000	16.0	700.0
270903600	16.0	725.0
270907200	16.0	700.0
270910800	19.0	1200.0
270914400	22.0	1400.0
270918000	23.0	1313.0
270921600	23.0	1498.0
270925200	23.0	1498.0
270928800	23.0	1496.0
270932400	23.0	1278.0
270936000	22.0	1200.0
270939600	16.0	1046.0
270943200	16.0	700.0
270946800	16.0	700.0
270950400	16.0	800.0
270954000	16.0	700.0
270957600	16.0	700.0
270961200	16.0	700.0
270964800	16.0	700.0
270968400	16.0	700.0
270972000	16.0	700.0
270975600	16.0	700.0
270979200	16.0	700.0
270982800	16.0	700.0
270986400	16.0	700.0
270990000	16.0	700.0
270993600	16.0	700.0
270997200	18.0	1300.0
271000800	22.0	1301.0
271004400	22.0	1200.0
271008000	23.0	1468.0
271011600	23.0	1227.0
271015200	21.0	1400.0
271018800	18.0	1300.0
271022400	22.0	1400.0
271026000	20.0	1200.0
271029600	16.0	700.0
271033200	16.0	700.0
271036800	16.0	800.0
271040400	16.0	700.0
271044000	16.0	700.0
271047600	16.0	700.0
271051200	16.0	1500.0
271054800	16.0	700.0
271058400	16.0	700.0
271062000	16.0	700.0
271065600	16.0	700.0
271069200	16.0	700.0
271072800	16.0	700.0
271076400	16.0	700.0
271080000	16.0	700.0
271083600	16.67	1433.0
271087200	19.0	1300.0
271090800	23.0	1302.0
271094400	23.0	1498.0
271098000	23.0	1498.0
271101600	23.0	1302.0
271105200	19.0	1300.0
271108800	16.0	700.0
271112400	16.0	700.0
271116000	16.0	700.0
271119600	16.0	800.0
271123200	16.0	700.0
271126800	16.0	700.0
271130400	16.0	700.0
271134000	16.0	700.0
271137600	16.0	751.0
271141200	16.0	920.0
271144800	16.0	755.0
271148400	16.0	700.0
271152000	16.0	700.0
271155600	16.0	700.0
271159200	16.0	700.0
271162800	16.0	800.0
271166400	16.0	700.0
271170000	16.0	700.0
271173600	16.0	1500.0
271177200	16.0	700.0
271180800	16.0	1016.0
271184400	19.0	1300.0
271188000	21.0	1500.0
271191600	21.0	1500.0
271195200	21.0	1300.0
271198800	19.0	1200.0
271202400	16.0	700.0
271206000	16.0	748.0
271209600	14.49	800.0
271213200	16.0	752.0
271216800	16.0	755.0
271220400	16.0	989.0
271224000	16.0	746.0
271227600	16.0	886.0
271231200	16.0	700.0
271234800	16.0	700.0
271238400	16.0	700.0
271242000	16.0	700.0
271245600	16.0	700.0
271249200	16.0	700.0
271252800	16.0	700.0
271256400	19.0	1200.0
271260000	22.0	1237.0
271263600	23.0	1300.0
271267200	21.0	1500.0
271270800	23.0	1469.0
271274400	23.0	1302.0
271278000	23.0	1296.0
271281600	22.0	1496.0
271285200	16.0	1500.0
271288800	16.0	700.0
271292400	16.0	800.0
271296000	17.0	1400.0
271299600	16.0	810.0
271303200	16.0	700.0
271306800	16.0	700.0
271310400	16.0	700.0
271314000	16.0	700.0
271317600	16.0	700.0
271321200	16.0	700.0
271324800	16.0	700.0
271328400	16.0	700.0
271332000	16.0	700.0
271335600	16.0	800.0
271339200	16.0	700.0
271342800	16.0	1031.0
271346400	20.0	1500.0
271350000	22.0	1301.0
271353600	22.0	1398.0
271357200	23.0	1229.0
271360800	16.0	878.0
271364400	16.0	700.0
271368000	16.0	700.0
271371600	16.0	700.0
271375200	16.0	700.0
271378800	16.0	700.0
271382400	16.0	800.0
271386000	16.0	700.0
271389600	16.0	700.0
271393200	16.0	700.0
271396800	16.0	700.0
271400400	16.0	700.0
271404000	16.0	700.0
271407600	16.0	700.0
271411200	16.0	700.0
271414800	16.0	700.0
271418400	16.0	700.0
271422000	16.0	800.0
271425600	16.0	700.0
271429200	16.0	754.0
271432800	16.0	1500.0
271436400	20.0	1500.0
271440000	21.0	1300.0
271443600	18.0	1300.0
271447200	16.0	1476.0
271450800	16.0	810.0
271454400	16.0	1500.0
271458000	16.0	700.0
271461600	16.0	700.0
271465200	16.0	700.0
271468800	14.49	800.0
271472400	16.0	700.0
271476000	16.0	700.0
271479600	16.0	700.0
271483200	16.0	700.0
271486800	16.0	700.0
271490400	16.0	700.0
271494000	16.0	700.0
271497600	16.0	700.0
271501200	16.0	700.0
271504800	16.0	700.0
271508400	16.0	700.0
271512000	16.0	700.0
271515600	17.0	1400.0
271519200	19.0	1300.0
271522800	21.0	1500.0
271526400	23.0	1202.0
271530000	23.0	1498.0
271533600	22.28	1407.0
271537200	21.0	1500.0
271540800	20.0	1200.0
271544400	19.0	1200.0
271548000	16.0	700.0
271551600	16.0	700.0
271555200	16.0	700.0
271558800	16.0	700.0
271562400	16.0	700.0
271566000	16.0	700.0
271569600	16.0	700.0
271573200	16.0	700.0
271576800	16.0	700.0
271580400	16.0	700.0
271584000	16.0	700.0
271587600	16.0	700.0
271591200	16.0	700.0
271594800	16.0	800.0
271598400	16.0	700.0
271602000	16.0	700.0
271605600	16.0	1500.0
271609200	20.0	1500.0
271612800	22.08	1474.0
271616400	23.0	1207.0
271620000	16.0	700.0
271623600	16.0	700.0
271627200	16.0	700.0
271630800	16.0	700.0
271634400	16.0	770.0
271638000	16.0	800.0
271641600	16.0	700.0
271645200	16.0	700.0
271648800	16.0	700.0
271652400	16.0	700.0
271656000	16.0	700.0
271659600	16.0	700.0
271663200	16.0	700.0
271666800	16.0	700.0
271670400	16.0	700.0
271674000	16.0	700.0
271677600	16.0	700.0
271681200	16.0	793.0
271684800	16.0	700.0
271688400	16.0	700.0
271692000	22.0	1200.0
271695600	21.0	1300.0
271699200	21.0	1500.0
271702800	23.0	1312.0
271706400	20.0	1300.0
271710000	21.0	1411.0
271713600	20.0	1300.0
271717200	16.0	1500.0
271720800	16.0	700.0
271724400	16.0	700.0
271728000	16.0	700.0
271731600	17.02	1398.0
271735200	16.0	700.0
271738800	16.0	700.0
271742400	16.0	700.0
271746000	16.0	700.0
271749600	16.0	700.0
271753200	16.0	700.0
271756800	16.0	700.0
271760400	16.0	700.0
271764000	16.0	700.0
271767600	16.0	770.0
271771200	16.0	700.0
271774800	16.0	880.0
271778400	16.0	998.0
271782000	16.0	700.0
271785600	16.0	754.0
271789200	20.0	1500.0
271792800	20.0	1298.0
271796400	20.0	1300.0
271800000	20.0	1200.0
271803600	16.0	1082.0
271807200	16.0	700.0
271810800	16.0	700.0
271814400	16.0	800.0
271818000	16.0	700.0
271821600	16.0	700.0
271825200	16.0	700.0
271828800	16.0	700.0
271832400	16.0	700.0
271836000	16.0	724.0
271839600	16.0	700.0
271843200	16.0	800.0
271846800	16.0	700.0
271850400	15.53	800.0
271854000	16.0	732.0
271857600	16.0	700.0
271861200	18.0	1300.0
271864800	22.0	1401.0
271868400	23.0	1402.0
271872000	23.0	1498.0
271875600	23.0	1498.0
271879200	23.0	1497.0
271882800	23.0	1497.0
271886400	22.0	1498.0
271890000	19.0	1239.0
271893600	16.0	700.0
271897200	16.0	737.0
271900800	16.0	800.0
271904400	16.0	700.0
271908000	16.0	700.0
271911600	16.0	700.0
271915200	16.0	700.0
271918800	16.0	700.0
271922400	16.0	700.0
271926000	16.0	700.0
271929600	16.0	700.0
271933200	15.34	800.0
271936800	15.33	800.0
271940400	16.0	752.0
271944000	16.0	700.0
271947600	19.0	1200.0
271951200	22.0	1301.0
271954800	23.0	1303.0
271958400	23.0	1498.0
271962000	23.0	1497.0
271965600	23.0	1497.0
271969200	21.0	1500.0
271972800	20.0	1500.0
271976400	16.0	700.0
271980000	16.0	700.0
271983600	16.0	800.0
271987200	16.0	700.0
271990800	16.0	700.0
271994400	16.0	700.0
271998000	16.0	700.0
272001600	16.0	700.0
272005200	16.0	700.0
272008800	16.0	700.0
272012400	16.0	800.0
272016000	16.0	800.0
272019600	15.24	800.0
272023200	15.32	800.0
272026800	16.0	700.0
272030400	16.0	700.0
272034000	16.0	1500.0
272037600	17.0	1400.0
272041200	22.0	1483.0
272044800	23.0	1498.0
272048400	23.0	1498.0
272052000	22.0	1398.0
272055600	20.0	1300.0
272059200	22.0	1300.0
272062800	17.0	1400.0
272066400	16.0	700.0
272070000	16.0	700.0
272073600	16.0	700.0
272077200	16.0	700.0
272080800	16.0	700.0
272084400	16.0	700.0
272088000	16.0	700.0
272091600	16.0	700.0
272095200	16.0	700.0
272098800	16.0	700.0
272102400	16.0	700.0
272106000	16.0	700.0
272109600	16.0	700.0
272113200	16.0	800.0
272116800	16.0	700.0
272120400	16.0	700.0
272124000	16.0	896.0
272127600	22.0	1300.0
272131200	22.0	1400.0
272134800	21.0	1300.0
272138400	18.0	1300.0
272142000	20.04	1492.0
272145600	20.0	1300.0
272149200	18.0	1300.0
272152800	16.0	700.0
272156400	16.0	800.0
272160000	16.0	700.0
272163600	16.0	700.0
272167200	16.0	700.0
272170800	16.0	700.0
272174400	16.0	727.0
272178000	16.0	800.0
272181600	16.0	700.0
272185200	15.5	800.0
272188800	16.0	700.0
272192400	16.0	700.0
272196000	16.0	700.0
272199600	16.0	791.0
272203200	16.0	700.0
272206800	20.0	1200.0
272210400	22.0	1301.0
272214000	20.0	1200.0
272217600	23.0	1498.0
272221200	23.0	1301.0
272224800	23.0	1391.0
272228400	23.0	1201.0
272232000	22.0	1308.0
272235600	19.0	1300.0
272239200	16.0	700.0
272242800	16.0	700.0
272246400	16.0	892.0
272250000	16.0	749.0
272253600	16.0	700.0
272257200	16.0	700.0
272260800	16.0	700.0
272264400	16.0	700.0
272268000	16.0	700.0
272271600	16.0	700.0
272275200	16.0	700.0
272278800	16.0	700.0
272282400	16.0	700.0
272286000	15.32	800.0
272289600	16.0	700.0
272293200	16.0	886.0
272296800	16.0	750.0
272300400	18.0	1300.0
272304000	16.0	1067.0
272307600	16.0	740.0
272311200	18.0	1300.0
272314800	21.0	1500.0
272318400	18.0	1300.0
272322000	16.0	886.0
272325600	16.0	700.0
272329200	16.0	700.0
272332800	16.0	700.0
272336400	16.0	700.0
272340000	16.0	700.0
272343600	16.0	700.0
272347200	16.0	700.0
272350800	16.0	700.0
272354400	16.0	700.0
272358000	16.0	700.0
272361600	16.0	725.0
272365200	16.0	700.0
272368800	16.0	700.0
272372400	16.0	741.0
272376000	16.0	700.0
272379600	16.0	700.0
272383200	16.0	700.0
272386800	16.0	1500.0
272390400	22.0	1300.0
272394000	17.0	1400.0
272397600	16.0	1040.0
272401200	18.0	1300.0
272404800	16.0	898.0
272408400	16.0	700.0
272412000	16.0	700.0
272415600	16.0	700.0
272419200	16.0	700.0
272422800	16.0	700.0
272426400	16.0	700.0
272430000	16.0	700.0
272433600	16.0	700.0
272437200	16.0	700.0
272440800	16.0	700.0
272444400	16.0	700.0
272448000	16.0	700.0
272451600	16.0	700.0
272455200	16.0	700.0
272458800	16.0	800.0
272462400	16.0	763.0
272466000	16.0	700.0
272469600	16.0	874.0
272473200	20.0	1500.0
272476800	20.0	1500.0
272480400	22.0	1200.0
272484000	20.0	1300.0
272487600	19.0	1200.0
272491200	17.0	1400.0
272494800	16.0	878.0
272498400	16.0	700.0
272502000	16.0	800.0
272505600	16.0	700.0
272509200	16.0	700.0
272512800	16.0	700.0
272516400	16.0	700.0
272520000	16.0	700.0
272523600	16.0	700.0
272527200	16.0	700.0
272530800	16.0	700.0
272534400	16.0	700.0
272538000	16.0	700.0
272541600	16.0	700.0
272545200	16.0	700.0
272548800	16.0	700.0
272552400	18.0	1300.0
272556000	22.0	1301.0
272559600	20.0	1300.0
272563200	23.0	1498.0
272566800	23.0	1302.0
272570400	22.0	1497.0
272574000	22.0	1401.0
272577600	16.0	700.0
272581200	16.0	700.0
272584800	16.0	700.0
272588400	16.0	700.0
272592000	16.0	800.0
272595600	16.0	700.0
272599200	16.0	700.0
272602800	16.0	700.0
272606400	15.47	800.0
272610000	16.0	700.0
272613600	16.0	700.0
272617200	16.0	700.0
272620800	16.0	700.0
272624400	16.0	700.0
272628000	15.49	800.0
272631600	16.0	734.0
272635200	16.0	700.0
272638800	18.0	1300.0
272642400	22.0	1200.0
272646000	23.0	1233.0
272649600	18.04	1296.0
272653200	22.0	1300.0
272656800	23.0	1302.0
272660400	18.0	1300.0
272664000	16.0	1500.0
272667600	16.0	700.0
272671200	16.0	700.0
272674800	16.0	800.0
272678400	16.0	700.0
272682000	16.0	700.0
272685600	16.0	700.0
272689200	16.0	700.0
272692800	16.0	700.0
272696400	16.0	700.0
272700000	16.0	731.0
272703600	16.0	700.0
272707200	16.0	700.0
272710800	16.0	700.0
272714400	16.0	700.0
272718000	16.0	800.0
272721600	16.0	700.0
272725200	16.0	865.0
272728800	21.0	1300.0
272732400	22.0	1500.0
272736000	23.0	1312.0
272739600	20.0	1500.0
272743200	21.0	1400.0
272746800	23.0	1302.0
272750400	20.0	1500.0
272754000	16.0	700.0
272757600	16.0	700.0
272761200	16.0	700.0
272764800	16.0	700.0
272768400	16.0	700.0
272772000	16.0	700.0
272775600	16.0	753.0
272779200	16.0	700.0
272782800	16.0	700.0
272786400	16.0	700.0
272790000	16.0	700.0
272793600	16.0	700.0
272797200	16.0	700.0
272800800	16.0	700.0
272804400	16.0	700.0
272808000	16.0	700.0
272811600	16.0	1500.0
272815200	21.0	1500.0
272818800	23.0	1302.0
272822400	20.0	1500.0
272826000	20.0	1500.0
272829600	22.0	1400.0
272833200	23.0	1300.0
272836800	22.0	1300.0
272840400	16.0	878.0
272844000	16.0	700.0
272847600	16.0	700.0
272851200	16.0	700.0
272854800	16.0	700.0
272858400	16.0	700.0
272862000	16.0	700.0
272865600	16.0	700.0
272869200	16.0	700.0
272872800	16.0	700.0
272876400	16.0	700.0
272880000	16.0	700.0
272883600	16.0	700.0
272887200	16.0	700.0
272890800	16.0	700.0
272894400	16.0	700.0
272898000	16.0	890.0
272901600	22.0	1297.0
272905200	23.0	1303.0
272908800	23.0	1302.0
272912400	19.0	1300.0
272916000	19.0	1300.0
272919600	23.0	1301.0
272923200	22.0	1400.0
272926800	19.0	1200.0
272930400	16.0	700.0
272934000	16.0	700.0
272937600	16.0	700.0
272941200	16.0	700.0
272944800	16.0	700.0
272948400	16.0	700.0
272952000	16.0	700.0
272955600	16.0	700.0
272959200	16.0	723.0
272962800	16.0	700.0
272966400	16.0	700.0
272970000	16.0	700.0
272973600	16.0	700.0
272977200	16.0	700.0
272980800	16.0	700.0
272984400	16.0	700.0
272988000	16.0	1500.0
272991600	22.76	1278.0
272995200	23.0	1498.0
272998800	23.0	1498.0
273002400	23.0	1498.0
273006000	23.0	1301.0
273009600	22.0	1200.0
273013200	16.0	874.0
273016800	16.0	700.0
273020400	16.0	800.0
273024000	16.0	737.0
273027600	16.0	700.0
273031200	16.0	700.0
273034800	16.0	700.0
273038400	16.0	700.0
273042000	16.0	700.0
273045600	16.0	700.0
273049200	16.0	700.0
273052800	16.0	700.0
273056400	16.0	700.0
273060000	16.0	700.0
273063600	16.0	766.0
273067200	16.0	700.0
273070800	18.0	1300.0
273074400	22.0	1200.0
273078000	23.0	1302.0
273081600	23.0	1498.0
273085200	23.0	1497.0
273088800	23.0	1497.0
273092400	22.0	1496.0
273096000	20.0	1500.0
273099600	17.0	1400.0
273103200	16.0	700.0
273106800	16.0	792.0
273110400	16.0	700.0
273114000	16.0	700.0
273117600	16.0	700.0
273121200	16.0	700.0
273124800	16.0	700.0
273128400	16.0	700.0
273132000	16.0	700.0
273135600	16.0	700.0
273139200	16.0	700.0
273142800	16.0	700.0
273146400	16.0	700.0
273150000	16.0	800.0
273153600	16.0	700.0
273157200	18.0	1300.0
273160800	22.0	1200.0
273164400	23.0	1301.0
273168000	23.0	1413.0
273171600	23.0	1497.0
273175200	23.0	1497.0
273178800	22.0	1200.0
273182400	21.04	1488.0
273186000	16.0	1500.0
273189600	16.0	765.0
273193200	16.0	800.0
273196800	16.0	748.0
273200400	16.0	700.0
273204000	16.0	700.0
273207600	16.0	700.0
273211200	16.0	700.0
273214800	16.0	700.0
273218400	16.0	700.0
273222000	16.0	700.0
273225600	16.0	700.0
273229200	16.0	700.0
273232800	16.0	700.0
273236400	16.0	800.0
273240000	16.0	700.0
273243600	16.0	700.0
273247200	16.0	1500.0
273250800	19.0	1300.0
273254400	20.0	1300.0
273258000	20.0	1200.0
273261600	20.0	1500.0
273265200	20.0	1200.0
273268800	16.0	1500.0
273272400	16.0	752.0
273276000	16.0	700.0
273279600	16.0	800.0
273283200	16.0	700.0
273286800	16.0	700.0
273290400	16.0	700.0
273294000	16.0	700.0
273297600	16.0	700.0
273301200	16.0	700.0
273304800	16.0	700.0
273308400	16.0	700.0
273312000	16.0	700.0
273315600	16.0	700.0
273319200	16.0	700.0
273322800	16.0	800.0
273326400	16.0	700.0
273330000	17.0	1400.0
273333600	19.0	1200.0
273337200	21.0	1400.0
273340800	23.0	1301.0
273344400	19.0	1300.0
273348000	16.0	737.0
273351600	18.0	1300.0
273355200	18.0	1300.0
273358800	16.0	700.0
273362400	16.0	700.0
273366000	16.0	800.0
273369600	16.0	700.0
273373200	16.0	700.0
273376800	16.0	700.0
273380400	16.0	700.0
273384000	16.0	700.0
273387600	16.0	700.0
273391200	16.0	700.0
273394800	16.0	700.0
273398400	16.0	700.0
273402000	16.0	700.0
273405600	16.0	700.0
273409200	16.0	800.0
273412800	16.0	700.0
273416400	16.0	753.0
273420000	17.0	1400.0
273423600	20.0	1300.0
273427200	19.0	1300.0
273430800	20.0	1200.0
273434400	20.0	1500.0
273438000	20.0	1300.0
273441600	17.0	1400.0
273445200	16.0	700.0
273448800	16.0	700.0
273452400	16.0	800.0
273456000	16.0	752.0
273459600	16.0	700.0
273463200	16.0	700.0
273466800	16.0	700.0
273470400	16.0	700.0
273474000	16.0	700.0
273477600	16.0	700.0
273481200	16.0	700.0
273484800	16.0	700.0
273488400	16.0	700.0
273492000	16.0	700.0
273495600	16.0	800.0
273499200	16.0	700.0
273502800	17.0	1400.0
273506400	22.0	1200.0
273510000	23.0	1229.0
273513600	23.0	1299.0
273517200	23.0	1301.0
273520800	21.0	1500.0
273524400	21.0	1500.0
273528000	17.0	1400.0
273531600	16.0	700.0
273535200	16.0	700.0
273538800	16.0	800.0
273542400	16.0	815.0
273546000	16.0	755.0
273549600	16.0	700.0
273553200	16.0	700.0
273556800	16.0	700.0
273560400	16.0	700.0
273564000	16.0	700.0
273567600	16.0	700.0
273571200	16.0	700.0
273574800	16.0	700.0
273578400	16.0	700.0
273582000	16.0	700.0
273585600	16.0	700.0
273589200	19.0	1200.0
273592800	17.0	1400.0
273596400	22.0	1200.0
273600000	23.0	1298.0
273603600	22.0	1398.0
273607200	22.0	1398.0
273610800	23.0	1200.0
273614400	22.0	1200.0
273618000	16.0	874.0
273621600	16.0	700.0
273625200	16.0	800.0
273628800	16.0	747.0
273632400	16.0	754.0
273636000	16.0	700.0
273639600	16.0	700.0
273643200	16.0	700.0
273646800	16.0	700.0
273650400	16.0	700.0
273654000	16.0	700.0
273657600	16.0	700.0
273661200	16.0	700.0
273664800	16.0	700.0
273668400	16.0	725.0
273672000	16.0	700.0
273675600	16.0	947.0
273679200	16.0	941.0
273682800	19.0	1200.0
273686400	19.0	1300.0
273690000	20.0	1200.0
273693600	21.0	1500.0
273697200	22.0	1200.0
273700800	21.0	1300.0
273704400	16.0	1039.0
273708000	16.0	700.0
273711600	16.0	766.0
273715200	16.0	750.0
273718800	16.0	700.0
273722400	16.0	700.0
273726000	16.0	700.0
273729600	16.0	700.0
273733200	16.0	700.0
273736800	16.0	700.0
273740400	16.0	700.0
273744000	16.0	700.0
273747600	16.0	700.0
273751200	16.0	700.0
273754800	16.0	800.0
273758400	16.0	740.0
273762000	16.0	800.0
273765600	16.0	700.0
273769200	16.0	700.0
273772800	16.0	745.0
273776400	16.0	953.0
273780000	20.0	1300.0
273783600	16.0	884.0
273787200	16.0	700.0
273790800	16.0	700.0
273794400	16.0	700.0
273798000	16.0	800.0
273801600	19.0	1300.0
273805200	18.0	1300.0
273808800	16.0	1500.0
273812400	16.0	1500.0
273816000	16.0	755.0
273819600	16.0	700.0
273823200	16.0	755.0
273826800	16.0	890.0
273830400	16.0	747.0
273834000	16.0	989.0
273837600	17.0	1400.0
273841200	16.0	800.0
273844800	16.0	800.0
273848400	16.0	700.0
273852000	16.0	700.0
273855600	16.0	700.0
273859200	16.0	750.0
273862800	16.0	755.0
273866400	18.0	1300.0
273870000	18.0	1300.0
273873600	19.0	1300.0
273877200	16.0	700.0
273880800	16.0	700.0
273884400	16.0	800.0
273888000	16.0	750.0
273891600	16.0	747.0
273895200	16.0	700.0
273898800	16.0	700.0
273902400	16.0	700.0
273906000	16.0	700.0
273909600	16.0	700.0
273913200	16.0	700.0
273916800	16.0	700.0
273920400	16.0	700.0
273924000	16.0	700.0
273927600	16.0	800.0
273931200	16.0	700.0
273934800	16.0	890.0
273938400	17.0	1400.0
273942000	20.0	1300.0
273945600	20.0	1500.0
273949200	16.0	1500.0
273952800	20.0	1200.0
273956400	22.0	1398.0
273960000	21.0	1500.0
273963600	16.0	874.0
273967200	16.0	766.0
273970800	16.0	800.0
273974400	16.0	892.0
273978000	16.0	700.0
273981600	16.0	700.0
273985200	16.0	700.0
273988800	16.0	700.0
273992400	16.0	700.0
273996000	16.0	700.0
273999600	16.0	700.0
274003200	16.0	700.0
274006800	16.0	700.0
274010400	16.0	700.0
274014000	16.0	800.0
274017600	16.0	726.0
274021200	16.0	700.0
274024800	17.02	1398.0
274028400	17.0	1400.0
274032000	21.0	1400.0
274035600	22.0	1410.0
274039200	22.0	1498.0
274042800	22.0	1300.0
274046400	21.0	1360.0
274050000	16.0	700.0
274053600	16.0	794.0
274057200	16.0	800.0
274060800	16.0	700.0
274064400	16.0	700.0
274068000	16.0	700.0
274071600	16.0	700.0
274075200	16.0	700.0
274078800	16.0	700.0
274082400	16.0	700.0
274086000	16.0	700.0
274089600	16.0	700.0
274093200	16.0	700.0
274096800	16.0	700.0
274100400	16.0	700.0
274104000	16.0	700.0
274107600	18.0	1300.0
274111200	21.04	1488.0
274114800	23.0	1209.0
274118400	23.0	1399.0
274122000	23.0	1498.0
274125600	23.0	1402.0
274129200	23.0	1201.0
274132800	21.0	1500.0
274136400	16.0	878.0
274140000	16.0	700.0
274143600	16.0	800.0
274147200	16.0	872.0
274150800	16.0	923.0
274154400	16.0	1500.0
274158000	16.0	929.0
274161600	16.0	953.0
274165200	16.0	700.0
274168800	16.0	888.0
274172400	16.0	700.0
274176000	16.0	700.0
274179600	16.0	700.0
274183200	16.0	700.0
274186800	16.0	800.0
274190400	16.0	700.0
274194000	16.0	1500.0
274197600	22.0	1200.0
274201200	19.0	1200.0
274204800	23.0	1498.0
274208400	23.0	1300.0
274212000	18.0	1300.0
274215600	16.0	700.0
274219200	16.0	700.0
274222800	16.0	800.0
274226400	16.0	770.0
274230000	15.1	800.0
274233600	16.0	700.0
274237200	16.0	700.0
274240800	16.0	800.0
274244400	16.0	800.0
274248000	16.0	750.0
274251600	16.0	894.0
274255200	16.0	700.0
274258800	16.0	800.0
274262400	16.0	767.0
274266000	15.51	800.0
274269600	15.61	800.0
274273200	16.0	800.0
274276800	16.0	724.0
274280400	17.0	1400.0
274284000	22.0	1200.0
274287600	23.0	1206.0
274291200	23.0	1497.0
274294800	23.0	1497.0
274298400	23.0	1490.0
274302000	23.0	1301.0
274305600	22.0	1301.0
274309200	16.0	1061.0
274312800	16.0	800.0
274316400	15.32	800.0
274320000	16.0	700.0
274323600	16.0	725.0
274327200	16.0	800.0
274330800	16.0	700.0
274334400	16.0	719.0
274338000	16.0	730.0
274341600	15.62	800.0
274345200	15.82	800.0
274348800	15.89	800.0
274352400	15.89	800.0
274356000	15.87	800.0
274359600	16.0	800.0
274363200	16.0	700.0
274366800	16.0	1494.0
274370400	22.0	1200.0
274374000	23.0	1211.0
274377600	23.0	1497.0
274381200	23.0	1204.0
274384800	23.0	1489.0
274388400	23.0	1300.0
274392000	20.0	1500.0
274395600	16.0	758.0
274399200	16.0	754.0
274402800	16.0	800.0
